SEASON YEAR,WEEK,TEST ID,BLOCK,TRAP,TRAP_TYPE,TEST DATE,NUMBER OF MOSQUITOES,RESULT,SPECIES,LATITUDE,LONGITUDE,LOCATION
2009,21,26291,67XX S KEDZIE AVE,T066,GRAVID,06/02/2009 12:06:00 AM,3,negative,CULEX RESTUANS,41.771198588,-87.703106608,"(41.77119858797388, -87.70310660774493)"
2007,27,20592,25XX W GRAND AVE,T046,CDC,07/11/2007 03:07:41 AM,5,negative,CULEX RESTUANS,41.892219983,-87.691697729,"(41.89221998323666, -87.69169772868295)"
2013,29,36264,17XX W ADDISON ST,T224,GRAVID,07/19/2013 12:07:00 AM,2,negative,CULEX PIPIENS/RESTUANS,41.947044495,-87.673061053,"(41.94704449504484, -87.67306105349785)"
2011,29,31647,11XX S CALIFORNIA AVE,T047,GRAVID,07/25/2011 12:07:00 AM,22,negative,CULEX PIPIENS/RESTUANS,41.867599254,-87.695785443,"(41.86759925367238, -87.69578544257037)"
2013,27,35944,22XX N CANNON DR,T054A,GRAVID,07/08/2013 12:07:00 AM,4,negative,CULEX PIPIENS/RESTUANS,41.922736649,-87.632449967,"(41.92273664946568, -87.63244996720142)"
2012,38,35272,4XX W 127TH,T135,GRAVID,09/20/2012 12:09:00 AM,1,negative,CULEX RESTUANS,,,
2014,34,39546,51XX N MONT CLARE AVE,T223,GRAVID,08/21/2014 12:08:00 AM,50,positive,CULEX PIPIENS,41.974522761,-87.80458947,"(41.974522761157274, -87.80458946950488)"
2014,31,38993,82XX S KOSTNER AVE,T225,GRAVID,07/31/2014 12:07:00 AM,30,negative,CULEX PIPIENS/RESTUANS,41.742670478,-87.731550059,"(41.7426704781299, -87.73155005887604)"
2009,32,27755,119XX S ASHLAND AVE,T090,GRAVID,08/13/2009 12:08:00 AM,1,negative,CULEX PIPIENS,41.676887316,-87.661221926,"(41.67688731618708, -87.66122192616795)"
2012,34,34860,100XX W OHARE AIRPORT,T905,GRAVID,08/24/2012 12:08:00 AM,18,positive,CULEX RESTUANS,,,
2013,31,36606,17XX W ADDISON ST,T224,GRAVID,08/01/2013 12:08:00 AM,12,negative,CULEX PIPIENS/RESTUANS,41.947044495,-87.673061053,"(41.94704449504484, -87.67306105349785)"
2010,27,28839,14XX N HUMBOLDT DR,T033,GRAVID,07/13/2010 12:07:00 AM,1,negative,CULEX PIPIENS,41.907284873,-87.701394637,"(41.90728487283588, -87.701394636759)"
2008,39,26126,37XX S PULASKI RD,T063,GRAVID,09/29/2008 12:09:00 AM,3,negative,CULEX PIPIENS/RESTUANS,41.825398256,-87.723962137,"(41.82539825646484, -87.72396213667864)"
2010,38,30728,109XX S COTTAGE GROVE AVE,T102,GRAVID,09/24/2010 12:09:00 AM,1,negative,CULEX PIPIENS,41.69549407,-87.609081766,"(41.695494070048184, -87.60908176561364)"
2015,29,41343,58XX N WESTERN AVE,T028,GRAVID,07/23/2015 12:07:00 AM,2,negative,CULEX PIPIENS/RESTUANS,41.987244608,-87.68941677,"(41.98724460846669, -87.68941677018957)"
2014,23,37939,11XX W ROOSEVELT RD,T048,GRAVID,06/05/2014 12:06:00 AM,16,negative,CULEX PIPIENS/RESTUANS,41.866915182,-87.654918844,"(41.86691518161014, -87.65491884363057)"
2015,32,41693,5XX S CENTRAL AVE,T031,GRAVID,08/12/2015 12:08:00 AM,4,negative,CULEX RESTUANS,41.872872862,-87.764736532,"(41.87287286249572, -87.7647365320396)"
2009,23,26479,109XX S COTTAGE GROVE AVE,T102,GRAVID,06/15/2009 12:06:00 AM,2,negative,CULEX RESTUANS,41.69549407,-87.609081766,"(41.695494070048184, -87.60908176561364)"
2013,23,35552,82XX S KOSTNER AVE,T225,GRAVID,06/07/2013 12:06:00 AM,1,negative,CULEX RESTUANS,41.742670478,-87.731550059,"(41.7426704781299, -87.73155005887604)"
2011,32,32061,104XX S VINCENNES AVE,T089,GRAVID,08/12/2011 12:08:00 AM,5,negative,CULEX PIPIENS,41.704338415,-87.657084272,"(41.70433841525342, -87.65708427193195)"
2010,35,30267,5XX S CENTRAL AVE,T031,GRAVID,09/02/2010 12:09:00 AM,1,negative,CULEX RESTUANS,41.872872862,-87.764736532,"(41.87287286249572, -87.7647365320396)"
2007,34,22946,24XX E 105TH ST,T128,CDC,08/28/2007 12:08:00 AM,23,negative,CULEX PIPIENS/RESTUANS,41.704687214,-87.564235562,"(41.704687213624375, -87.5642355621286)"
2010,30,29398,75XX N OAKLEY AVE,T148,GRAVID,07/29/2010 12:07:00 AM,17,negative,CULEX PIPIENS/RESTUANS,42.01780085,-87.687601446,"(42.0178008501155, -87.68760144594536)"
2010,23,28448,28XX N FRANCISCO AVE,T147,GRAVID,06/11/2010 12:06:00 AM,1,negative,CULEX RESTUANS,41.93279021,-87.700237884,"(41.93279020985206, -87.7002378838387)"
2014,33,39363,1XX N CENTRAL PARK DR,T030,GRAVID,08/14/2014 12:08:00 AM,19,negative,CULEX PIPIENS,41.883771777,-87.716168365,"(41.8837717767951, -87.71616836510131)"
2008,35,25713,104XX S VINCENNES AVE,T089,GRAVID,09/03/2008 12:09:00 AM,11,positive,CULEX PIPIENS/RESTUANS,41.704338415,-87.657084272,"(41.70433841525342, -87.65708427193195)"
2007,37,23572,132XX S MACKINAW AVE,T206,GRAVID,09/19/2007 12:09:00 AM,1,negative,CULEX TERRITANS,41.654838448,-87.542158554,"(41.65483844760961, -87.54215855362166)"
2012,28,33554,14XX N HUMBOLDT DR,T033,GRAVID,07/13/2012 12:07:00 AM,1,negative,CULEX RESTUANS,41.907284873,-87.701394637,"(41.90728487283588, -87.701394636759)"
2007,28,20896,127XX S DOTY AVE,T115,CDC,08/01/2007 02:08:08 AM,50,negative,CULEX PIPIENS,41.662386728,-87.590179728,"(41.66238672759086, -87.59017972751752)"
2015,28,41252,100XX W OHARE AIRPORT,T923,GRAVID,07/16/2015 12:07:00 AM,16,negative,CULEX PIPIENS/RESTUANS,,,
2011,24,30940,25XX S MILLARD AVE,T152,GRAVID,06/17/2011 12:06:00 AM,1,negative,CULEX PIPIENS/RESTUANS,41.845715402,-87.715898597,"(41.845715401799, -87.7158985974353)"
2013,30,36528,127XX S DOTY AVE,T115,GRAVID,07/25/2013 12:07:00 AM,50,negative,CULEX RESTUANS,41.662386728,-87.590179728,"(41.66238672759086, -87.59017972751752)"
2012,26,33249,24XX E 105TH ST,T128,GRAVID,06/29/2012 12:06:00 AM,10,negative,CULEX PIPIENS/RESTUANS,41.704687214,-87.564235562,"(41.704687213624375, -87.5642355621286)"
2010,30,29489,4XX W 127TH,T135,GRAVID,07/30/2010 12:07:00 AM,8,negative,CULEX PIPIENS/RESTUANS,,,
2013,35,37342,63XX W 64TH ST,T155,GRAVID,08/29/2013 12:08:00 AM,3,positive,CULEX PIPIENS,41.776005392,-87.779407668,"(41.77600539167921, -87.77940766760916)"
2007,32,22314,38XX E 115TH ST,T215,GRAVID,08/17/2007 12:08:00 AM,23,negative,CULEX TERRITANS,41.68648925,-87.531059811,"(41.686489249898166, -87.53105981104665)"
2009,26,26868,71XX S SOUTH SHORE DR,T079,GRAVID,07/06/2009 12:07:00 AM,1,negative,CULEX PIPIENS/RESTUANS,41.765752525,-87.562465208,"(41.76575252485466, -87.56246520793836)"
2007,34,22908,127XX S DOTY AVE,T115,CDC,08/28/2007 12:08:00 AM,50,negative,CULEX PIPIENS,41.662386728,-87.590179728,"(41.66238672759086, -87.59017972751752)"
2012,34,34756,51XX N MONT CLARE AVE,T223,GRAVID,08/23/2012 12:08:00 AM,9,negative,CULEX PIPIENS/RESTUANS,41.974522761,-87.80458947,"(41.974522761157274, -87.80458946950488)"
2009,29,27257,5XX S CENTRAL AVE,T031,GRAVID,07/24/2009 12:07:00 AM,38,positive,CULEX PIPIENS/RESTUANS,41.872872862,-87.764736532,"(41.87287286249572, -87.7647365320396)"
2013,35,37320,11XX S CALIFORNIA AVE,T047,GRAVID,08/29/2013 12:08:00 AM,1,negative,CULEX PIPIENS,41.867599254,-87.695785443,"(41.86759925367238, -87.69578544257037)"
2013,34,37103,35XX W 116TH ST,T158,GRAVID,08/22/2013 12:08:00 AM,19,negative,CULEX PIPIENS,41.682180403,-87.710091651,"(41.6821804028987, -87.71009165099498)"
2011,30,31714,41XX N OAK PARK AVE,T002,GRAVID,07/29/2011 12:07:00 AM,7,negative,CULEX RESTUANS,41.956298856,-87.797517445,"(41.956298856118664, -87.79751744482932)"
2014,39,40509,89XX S CARPENTER ST,T159,GRAVID,09/25/2014 12:09:00 AM,3,negative,CULEX PIPIENS,41.731446858,-87.649722253,"(41.73144685817715, -87.64972225277589)"
2007,35,23180,127XX S DOTY AVE,T115,CDC,09/06/2007 12:09:00 AM,46,negative,CULEX PIPIENS/RESTUANS,41.662386728,-87.590179728,"(41.66238672759086, -87.59017972751752)"
2014,36,40071,52XX S KOLMAR AVE,T114,GRAVID,09/05/2014 12:09:00 AM,1,negative,CULEX PIPIENS,41.798210726,-87.736924963,"(41.79821072626856, -87.73692496319906)"
2011,33,32160,11XX W ROOSEVELT RD,T048,GRAVID,08/19/2011 12:08:00 AM,1,negative,CULEX PIPIENS,41.866915182,-87.654918844,"(41.86691518161014, -87.65491884363057)"
2013,38,37762,70XX W ARMITAGE AVE,T151,GRAVID,09/19/2013 12:09:00 AM,9,negative,CULEX RESTUANS,41.916134719,-87.801092809,"(41.91613471854847, -87.80109280863755)"
2013,28,36071,51XX N MONT CLARE AVE,T223,GRAVID,07/12/2013 12:07:00 AM,4,negative,CULEX RESTUANS,41.974522761,-87.80458947,"(41.974522761157274, -87.80458946950488)"
2008,37,25985,81XX S ASHLAND,T068,GRAVID,09/15/2008 12:09:00 AM,1,negative,CULEX PIPIENS/RESTUANS,,,
2010,35,30272,13XX N LARAMIE AVE,T230,GRAVID,09/02/2010 12:09:00 AM,2,negative,CULEX RESTUANS,41.904773448,-87.755685753,"(41.904773447835936, -87.75568575289235)"
2007,34,22690,70XX N MOSELLE AVE,T008,GRAVID,08/24/2007 12:08:00 AM,12,negative,CULEX PIPIENS/RESTUANS,42.007997503,-87.778234965,"(42.007997503125345, -87.77823496507851)"
2012,33,34697,89XX S CARPENTER ST,T159,GRAVID,08/17/2012 12:08:00 AM,11,positive,CULEX PIPIENS/RESTUANS,41.731446858,-87.649722253,"(41.73144685817715, -87.64972225277589)"
2010,34,30030,46XX N MILWAUKEE AVE,T003,GRAVID,08/26/2010 12:08:00 AM,20,positive,CULEX PIPIENS/RESTUANS,41.965374859,-87.758411715,"(41.96537485879688, -87.75841171521544)"
2008,37,25988,12XX W GREENLEAF AVE,T018,GRAVID,09/15/2008 12:09:00 AM,1,negative,CULEX PIPIENS/RESTUANS,42.010529289,-87.660845069,"(42.01052928915475, -87.6608450688439)"
2011,30,31825,52XX W 63RD ST,T065,GRAVID,07/29/2011 12:07:00 AM,6,negative,CULEX RESTUANS,41.778305156,-87.754366286,"(41.77830515554422, -87.75436628603191)"
2014,36,40085,5XX W 72ND ST,T035,GRAVID,09/05/2014 12:09:00 AM,34,negative,CULEX PIPIENS,41.763370922,-87.637872614,"(41.76337092198238, -87.6378726141474)"
2014,32,39092,10XX E 67TH ST,T073,GRAVID,08/07/2014 12:08:00 AM,50,negative,CULEX RESTUANS,41.773085401,-87.600167559,"(41.773085401492715, -87.60016755939222)"
2015,39,42384,50XX S UNION AVE,T082,GRAVID,09/30/2015 12:09:00 AM,7,negative,CULEX PIPIENS/RESTUANS,41.802359309,-87.643075919,"(41.802359308973436, -87.64307591923095)"
2013,32,36867,14XX N HUMBOLDT DR,T033,GRAVID,08/08/2013 12:08:00 AM,24,negative,CULEX PIPIENS/RESTUANS,41.907284873,-87.701394637,"(41.90728487283588, -87.701394636759)"
2008,34,25447,70XX N MOSELLE AVE,T008,GRAVID,08/25/2008 12:08:00 AM,11,negative,CULEX PIPIENS/RESTUANS,42.007997503,-87.778234965,"(42.007997503125345, -87.77823496507851)"
2013,29,36243,51XX N MONT CLARE AVE,T223,GRAVID,07/19/2013 12:07:00 AM,1,negative,CULEX PIPIENS/RESTUANS,41.974522761,-87.80458947,"(41.974522761157274, -87.80458946950488)"
2007,35,23014,38XX N CALIFORNIA AVE,T019,GRAVID,09/04/2007 12:09:00 AM,1,negative,CULEX PIPIENS/RESTUANS,41.95166715,-87.69802789,"(41.95166715027478, -87.69802789049841)"
2012,33,34686,11XX W ROOSEVELT RD,T048,GRAVID,08/16/2012 12:08:00 AM,1,negative,CULEX RESTUANS,41.866915182,-87.654918844,"(41.86691518161014, -87.65491884363057)"
2013,32,36776,119XX S ASHLAND AVE,T090,GRAVID,08/08/2013 12:08:00 AM,3,negative,CULEX RESTUANS,41.676887316,-87.661221926,"(41.67688731618708, -87.66122192616795)"
2014,31,38921,58XX N WESTERN AVE,T028,GRAVID,07/31/2014 12:07:00 AM,18,negative,CULEX PIPIENS,41.987244608,-87.68941677,"(41.98724460846669, -87.68941677018957)"
2007,33,22464,63XX W 64TH ST,T155,GRAVID,08/21/2007 12:08:00 AM,9,negative,CULEX PIPIENS/RESTUANS,41.776005392,-87.779407668,"(41.77600539167921, -87.77940766760916)"
2012,34,34817,5XX W 72ND ST,T035,GRAVID,08/24/2012 12:08:00 AM,3,negative,CULEX RESTUANS,41.763370922,-87.637872614,"(41.76337092198238, -87.6378726141474)"
2014,32,39184,35XX W 51ST ST,T062,GRAVID,08/07/2014 12:08:00 AM,9,negative,CULEX PIPIENS/RESTUANS,41.800597087,-87.711730345,"(41.8005970872007, -87.7117303452467)"
2010,35,30249,58XX N PULASKI RD,T027,GRAVID,09/02/2010 12:09:00 AM,2,negative,CULEX PIPIENS/RESTUANS,41.986319851,-87.728378456,"(41.986319851449004, -87.72837845617912)"
2012,27,33347,58XX N RIDGE AVE,T231,GRAVID,07/09/2012 12:07:00 AM,50,negative,CULEX PIPIENS/RESTUANS,41.987880692,-87.666785075,"(41.98788069188603, -87.66678507548095)"
2012,28,33551,5XX S CENTRAL AVE,T031,GRAVID,07/13/2012 12:07:00 AM,7,negative,CULEX PIPIENS/RESTUANS,41.872872862,-87.764736532,"(41.87287286249572, -87.7647365320396)"
2008,27,24405,75XX N OAKLEY AVE,T148,GRAVID,07/04/2008 12:07:00 AM,1,negative,CULEX RESTUANS,42.01780085,-87.687601446,"(42.0178008501155, -87.68760144594536)"
2007,32,22033,22XX W 51ST ST,T061,GRAVID,08/15/2007 12:08:00 AM,35,positive,CULEX PIPIENS,41.801047857,-87.680424734,"(41.80104785720396, -87.68042473369341)"
2015,29,41268,10XX E 67TH ST,T073,GRAVID,07/23/2015 12:07:00 AM,19,negative,CULEX RESTUANS,41.773085401,-87.600167559,"(41.773085401492715, -87.60016755939222)"
2009,26,26838,17XX N PULASKI RD,T039,GRAVID,07/06/2009 12:07:00 AM,1,negative,CULEX PIPIENS/RESTUANS,41.913567582,-87.726300302,"(41.91356758228873, -87.72630030176042)"
2015,35,42023,20XX N DOMINICK ST,T240,GRAVID,09/02/2015 12:09:00 AM,1,negative,CULEX PIPIENS/RESTUANS,41.918675754,-87.664374444,"(41.91867575415674, -87.66437444367844)"
2007,29,21239,127XX S DOTY AVE,T115,CDC,07/25/2007 12:07:00 AM,50,negative,CULEX PIPIENS/RESTUANS,41.662386728,-87.590179728,"(41.66238672759086, -87.59017972751752)"
2007,35,23090,39XX S ASHLAND AVE,T074,GRAVID,09/05/2007 12:09:00 AM,3,positive,CULEX PIPIENS,41.820858508,-87.665108095,"(41.82085850772701, -87.66510809467968)"
2008,31,25011,35XX W 116TH ST,T158,GRAVID,08/05/2008 12:08:00 AM,9,negative,CULEX PIPIENS/RESTUANS,41.682180403,-87.710091651,"(41.6821804028987, -87.71009165099498)"
2013,31,36616,5XX S CENTRAL AVE,T031,GRAVID,08/01/2013 12:08:00 AM,10,negative,CULEX PIPIENS/RESTUANS,41.872872862,-87.764736532,"(41.87287286249572, -87.7647365320396)"
2012,33,34730,100XX W OHARE,T903,GRAVID,08/17/2012 12:08:00 AM,50,positive,CULEX PIPIENS/RESTUANS,,,
2015,31,41538,14XX N HUMBOLDT DR,T033,GRAVID,08/06/2015 12:08:00 AM,1,negative,CULEX PIPIENS,41.907284873,-87.701394637,"(41.90728487283588, -87.701394636759)"
2010,32,29786,64XX S STONY ISLAND AVE,T077,GRAVID,08/13/2010 12:08:00 AM,1,negative,CULEX PIPIENS,41.778128858,-87.586245035,"(41.778128857884745, -87.58624503516381)"
2007,28,20852,119XX S PEORIA ST,T091,GRAVID,08/01/2007 02:08:34 AM,5,negative,CULEX PIPIENS,41.677032353,-87.644465075,"(41.67703235316266, -87.64446507522)"
2014,23,37957,71XX S SOUTH SHORE DR,T079,GRAVID,06/05/2014 12:06:00 AM,2,negative,CULEX PIPIENS/RESTUANS,41.765752525,-87.562465208,"(41.76575252485466, -87.56246520793836)"
2013,29,36251,62XX N MCCLELLAN AVE,T236,GRAVID,07/19/2013 12:07:00 AM,2,negative,CULEX RESTUANS,41.994966304,-87.77083722,"(41.99496630402897, -87.77083721987879)"
2007,38,23790,131XX S BRANDON AVE,T209,GRAVID,09/25/2007 12:09:00 AM,1,negative,CULEX TERRITANS,41.657068876,-87.546048865,"(41.657068875649955, -87.54604886505916)"
2010,37,30617,55XX S DR MARTIN LUTHER KING JR DR,T076,GRAVID,09/17/2010 12:09:00 AM,5,negative,CULEX PIPIENS/RESTUANS,41.793951807,-87.615811705,"(41.793951806707, -87.61581170480557)"
2009,33,27843,17XX W 95TH ST,T094,GRAVID,08/25/2009 12:08:00 AM,2,negative,CULEX RESTUANS,41.7212875,-87.665235702,"(41.72128749967918, -87.66523570170051)"
2013,36,37456,77XX S EBERHART AVE,T080,GRAVID,09/06/2013 12:09:00 AM,1,negative,CULEX RESTUANS,41.754148414,-87.612721023,"(41.75414841411549, -87.61272102258191)"
2014,35,39763,45XX N CAMPBELL AVE,T220,GRAVID,08/28/2014 12:08:00 AM,23,negative,CULEX PIPIENS/RESTUANS,41.964405454,-87.691370391,"(41.96440545399697, -87.69137039109717)"
2012,28,33564,70XX W ARMITAGE AVE,T151,GRAVID,07/13/2012 12:07:00 AM,50,positive,CULEX PIPIENS/RESTUANS,41.916134719,-87.801092809,"(41.91613471854847, -87.80109280863755)"
2013,29,36373,127XX S DOTY AVE,T115,GRAVID,07/19/2013 12:07:00 AM,37,negative,CULEX PIPIENS/RESTUANS,41.662386728,-87.590179728,"(41.66238672759086, -87.59017972751752)"
2010,32,29723,13XX N LARAMIE AVE,T230,GRAVID,08/13/2010 12:08:00 AM,3,negative,CULEX PIPIENS,41.904773448,-87.755685753,"(41.904773447835936, -87.75568575289235)"
2014,26,38235,41XX N OAK PARK AVE,T002,GRAVID,06/26/2014 12:06:00 AM,47,negative,CULEX RESTUANS,41.956298856,-87.797517445,"(41.956298856118664, -87.79751744482932)"
2007,36,23337,8XX E 91ST ST,T107,GRAVID,09/12/2007 12:09:00 AM,3,negative,CULEX PIPIENS,41.729263506,-87.60345869,"(41.729263505561725, -87.60345868977669)"
2014,39,40482,11XX S CALIFORNIA AVE,T047,GRAVID,09/25/2014 12:09:00 AM,4,negative,CULEX PIPIENS,41.867599254,-87.695785443,"(41.86759925367238, -87.69578544257037)"
2008,39,26127,52XX W 63RD ST,T065,GRAVID,09/29/2008 12:09:00 AM,1,negative,CULEX PIPIENS/RESTUANS,41.778305156,-87.754366286,"(41.77830515554422, -87.75436628603191)"
2007,37,23438,36XX N PITTSBURGH AVE,T011,GRAVID,09/18/2007 12:09:00 AM,1,negative,CULEX TERRITANS,41.945961094,-87.832942473,"(41.94596109447193, -87.83294247349616)"
2014,23,37946,67XX S KEDZIE AVE,T066,GRAVID,06/05/2014 12:06:00 AM,22,negative,CULEX RESTUANS,41.771198588,-87.703106608,"(41.77119858797388, -87.70310660774493)"
2008,31,25023,127XX S DOTY AVE,T115,GRAVID,08/05/2008 12:08:00 AM,1,negative,CULEX RESTUANS,41.662386728,-87.590179728,"(41.66238672759086, -87.59017972751752)"
2007,28,22672,22XX W 113TH ST,T087,GRAVID,07/18/2007 12:07:00 AM,1,negative,CULEX RESTUANS,41.688192849,-87.676873112,"(41.68819284945908, -87.67687311237898)"
2012,34,34858,100XX W OHARE AIRPORT,T905,GRAVID,08/24/2012 12:08:00 AM,29,positive,CULEX PIPIENS,,,
2007,37,23412,21XX N LAWLER AVE,T154,GRAVID,09/18/2007 12:09:00 AM,1,negative,CULEX PIPIENS,41.92041216,-87.752499467,"(41.920412159677035, -87.75249946658316)"
2014,37,40237,10XX E 67TH ST,T073,GRAVID,09/11/2014 12:09:00 AM,17,negative,CULEX PIPIENS/RESTUANS,41.773085401,-87.600167559,"(41.773085401492715, -87.60016755939222)"
2013,34,37247,100XX W OHARE AIRPORT,T905,GRAVID,08/22/2013 12:08:00 AM,22,negative,CULEX PIPIENS,,,
2015,32,41786,100XX W OHARE AIRPORT,T906,GRAVID,08/13/2015 12:08:00 AM,40,positive,CULEX PIPIENS/RESTUANS,,,
2013,29,36358,4XX W 127TH,T135,GRAVID,07/19/2013 12:07:00 AM,36,negative,CULEX RESTUANS,,,
2007,30,21456,39XX S ASHLAND AVE,T074,GRAVID,08/01/2007 02:08:23 AM,4,negative,CULEX PIPIENS,41.820858508,-87.665108095,"(41.82085850772701, -87.66510809467968)"
2013,28,36186,67XX S KEDZIE AVE,T066,GRAVID,07/12/2013 12:07:00 AM,30,negative,CULEX PIPIENS/RESTUANS,41.771198588,-87.703106608,"(41.77119858797388, -87.70310660774493)"
2011,38,32774,63XX W 64TH ST,T155,GRAVID,09/23/2011 12:09:00 AM,4,negative,CULEX PIPIENS/RESTUANS,41.776005392,-87.779407668,"(41.77600539167921, -87.77940766760916)"
2010,33,29934,67XX S KEDZIE AVE,T066,GRAVID,08/19/2010 12:08:00 AM,1,negative,CULEX PIPIENS,41.771198588,-87.703106608,"(41.77119858797388, -87.70310660774493)"
2008,32,25137,52XX S KOLMAR AVE,T114,GRAVID,08/12/2008 12:08:00 AM,2,positive,CULEX PIPIENS,41.798210726,-87.736924963,"(41.79821072626856, -87.73692496319906)"
2011,25,30998,14XX N HUMBOLDT DR,T033,GRAVID,06/24/2011 12:06:00 AM,9,negative,CULEX RESTUANS,41.907284873,-87.701394637,"(41.90728487283588, -87.701394636759)"
2007,32,22222,127XX S DOTY AVE,T115,CDC,08/16/2007 12:08:00 AM,50,positive,CULEX PIPIENS,41.662386728,-87.590179728,"(41.66238672759086, -87.59017972751752)"
2007,35,23143,127XX S DOTY AVE,T115,CDC,09/05/2007 12:09:00 AM,50,negative,CULEX PIPIENS,41.662386728,-87.590179728,"(41.66238672759086, -87.59017972751752)"
2009,30,27495,104XX S VINCENNES AVE,T089,GRAVID,07/31/2009 12:07:00 AM,1,negative,CULEX PIPIENS/RESTUANS,41.704338415,-87.657084272,"(41.70433841525342, -87.65708427193195)"
2015,35,42082,64XX S STONY ISLAND AVE,T077,GRAVID,09/02/2015 12:09:00 AM,1,negative,CULEX PIPIENS/RESTUANS,41.778128858,-87.586245035,"(41.778128857884745, -87.58624503516381)"
2008,29,24705,24XX E 105TH ST,T128,GRAVID,07/24/2008 12:07:00 AM,2,negative,CULEX RESTUANS,41.704687214,-87.564235562,"(41.704687213624375, -87.5642355621286)"
2007,34,22717,33XX N RUTHERFORD AVE,T144,GRAVID,08/24/2007 12:08:00 AM,15,positive,CULEX PIPIENS,41.940781698,-87.794429759,"(41.940781697748726, -87.79442975887669)"
2014,23,37955,10XX E 67TH ST,T073,GRAVID,06/05/2014 12:06:00 AM,6,negative,CULEX PIPIENS/RESTUANS,41.773085401,-87.600167559,"(41.773085401492715, -87.60016755939222)"
2008,26,24320,11XX W ROOSEVELT RD,T048,GRAVID,07/01/2008 12:07:00 AM,1,negative,CULEX PIPIENS/RESTUANS,41.866915182,-87.654918844,"(41.86691518161014, -87.65491884363057)"
2007,21,20034,5XX N STREETER DR,T129,GRAVID,05/29/2007 12:05:00 AM,1,negative,CULEX PIPIENS/RESTUANS,41.891513022,-87.609784822,"(41.89151302234628, -87.60978482187917)"
2014,26,38257,45XX N CAMPBELL AVE,T220,GRAVID,06/26/2014 12:06:00 AM,1,negative,CULEX PIPIENS/RESTUANS,41.964405454,-87.691370391,"(41.96440545399697, -87.69137039109717)"
2010,36,30457,100XX W OHARE AIRPORT,T901,GRAVID,09/13/2010 12:09:00 AM,1,negative,CULEX TERRITANS,,,
2007,27,20555,36XX N PITTSBURGH AVE,T011,GRAVID,07/11/2007 03:07:41 AM,1,negative,CULEX RESTUANS,41.945961094,-87.832942473,"(41.94596109447193, -87.83294247349616)"
2011,27,31298,9XX W GARFIELD BLVD,T226,GRAVID,07/11/2011 12:07:00 AM,28,negative,CULEX RESTUANS,41.794366478,-87.648925137,"(41.79436647814991, -87.64892513653469)"
2011,28,31532,100XX W OHARE AIRPORT,T916,GRAVID,07/15/2011 12:07:00 AM,45,negative,CULEX RESTUANS,,,
2013,31,36566,46XX N MILWAUKEE AVE,T003,GRAVID,08/01/2013 12:08:00 AM,18,negative,CULEX PIPIENS,41.965374859,-87.758411715,"(41.96537485879688, -87.75841171521544)"
2009,22,26351,5XX S CENTRAL AVE,T031,GRAVID,06/05/2009 12:06:00 AM,3,negative,CULEX PIPIENS/RESTUANS,41.872872862,-87.764736532,"(41.87287286249572, -87.7647365320396)"
2011,35,32373,17XX N PULASKI RD,T039,GRAVID,09/01/2011 12:09:00 AM,2,negative,CULEX RESTUANS,41.913567582,-87.726300302,"(41.91356758228873, -87.72630030176042)"
2013,38,37755,5XX S CENTRAL AVE,T031,GRAVID,09/19/2013 12:09:00 AM,19,negative,CULEX PIPIENS,41.872872862,-87.764736532,"(41.87287286249572, -87.7647365320396)"
2007,32,22186,127XX S DOTY AVE,T115,CDC,08/16/2007 12:08:00 AM,50,negative,CULEX PIPIENS,41.662386728,-87.590179728,"(41.66238672759086, -87.59017972751752)"
2012,30,33995,5XX S CENTRAL AVE,T031,GRAVID,07/27/2012 12:07:00 AM,4,negative,CULEX RESTUANS,41.872872862,-87.764736532,"(41.87287286249572, -87.7647365320396)"
2007,33,22375,28XX N FRANCISCO AVE,T147,GRAVID,08/21/2007 12:08:00 AM,1,negative,CULEX PIPIENS/RESTUANS,41.93279021,-87.700237884,"(41.93279020985206, -87.7002378838387)"
2008,30,24899,100XX W OHARE AIRPORT,T906,GRAVID,07/29/2008 12:07:00 AM,6,negative,CULEX PIPIENS/RESTUANS,,,
2009,22,26408,63XX W 64TH ST,T155,GRAVID,06/05/2009 12:06:00 AM,2,negative,CULEX PIPIENS/RESTUANS,41.776005392,-87.779407668,"(41.77600539167921, -87.77940766760916)"
2008,28,24586,91XX W HIGGINS RD,T009,GRAVID,07/11/2008 12:07:00 AM,1,negative,CULEX RESTUANS,41.988586396,-87.854473351,"(41.988586396324166, -87.85447335120561)"
